Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
akto,com.akto.parsers,TestMergingNew,testEmptyResponsePayload,Long Statement,"The length of the statement ""String a=""{\""path\"": \""http://killdill.mpl.internal:8080/1.0/kb/paymentGateways/hosted/form/bbb-bbbb-bbb?paymentMethodId=qq-qqq-qqq\""` \""method\"": \""POST\""` \""type\"": \""HTTP/1.1\""` \""requestHeaders\"": \""{\\\""X-Killbill-ApiKey\\\"": \\\""mplgaming\\\""` \\\""Authorization\\\"": \\\""Basic somerandom=\\\""` \\\""X-Killbill-ApiSecret\\\"": \\\""something\\\""` \\\""Accept\\\"": \\\""application/json\\\""` \\\""X-MPL-COUNTRYCODE\\\"": \\\""IN\\\""` \\\""X-Killbill-CreatedBy\\\"": \\\""test-payment\\\""` \\\""Content-type\\\"": \\\""application/json\\\""}\""` \""requestPayload\"": \""{\\\""formFields\\\"":[{\\\""key\\\"":\\\""amount\\\""`\\\""value\\\"":\\\""125.000\\\""}`{\\\""key\\\"":\\\""netAmount\\\""`\\\""value\\\"":\\\""125.000\\\""}`{\\\""key\\\"":\\\""currency\\\""`\\\""value\\\"":\\\""INR\\\""}`{\\\""key\\\"":\\\""orderId\\\""`\\\""value\\\"":\\\""ASGARD\\\""}`{\\\""key\\\"":\\\""paymentMethodId\\\""`\\\""value\\\"":\\\""zzzz-zzz-zzz-zzzz-zzzz\\\""}`{\\\""key\\\"":\\\""mobileNumber\\\""`\\\""value\\\"":\\\""+917021916328\\\""}`{\\\""key\\\"":\\\""countryCode\\\""`\\\""value\\\"":\\\""IN\\\""}`{\\\""key\\\"":\\\""chargeDetails\\\""`\\\""value\\\"":\\\""{\\\\\\\""charges\\\\\\\"":[]`\\\\\\\""totalCharges\\\\\\\"":0`\\\\\\\""totalChargesLC\\\\\\\"":0}\\\""}`{\\\""key\\\"":\\\""pegRate\\\""`\\\""value\\\"":\\\""1.0000\\\""}`{\\\""key\\\"":\\\""extraInfo\\\""`\\\""value\\\"":\\\""{\\\\\\\""paymentMode\\\\\\\"":\\\\\\\""NB_ICICI\\\\\\\""`\\\\\\\""additionalPluginInfo\\\\\\\"":\\\\\\\""{\\\\\\\\\\\\\\\""merchantId\\\\\\\\\\\\\\\"":\\\\\\\\\\\\\\\""mpl_qa\\\\\\\\\\\\\\\""`\\\\\\\\\\\\\\\""clientId\\\\\\\\\\\\\\\"":\\\\\\\\\\\\\\\""mplgaming\\\\\\\\\\\\\\\""}\\\\\\\""`\\\\\\\""paymentModePluginInfo\\\\\\\"":\\\\\\\""{\\\\\\\\\\\\\\\""code\\\\\\\\\\\\\\\"":\\\\\\\\\\\\\\\""NB_ICICI\\\\\\\\\\\\\\\""}\\\\\\\""`\\\\\\\""paymentMethodType\\\\\\\"":\\\\\\\""netbanking\\\\\\\""`\\\\\\\""paymentFlow\\\\\\\"":\\\\\\\""JP2_AT_R4\\\\\\\""}\\\""}`{\\\""key\\\"":\\\""appVersion\\\""`\\\""value\\\"":\\\""1000174\\\""}`{\\\""key\\\"":\\\""savedPaymentDetails\\\""`\\\""value\\\"":\\\""{}\\\""}`{\\\""key\\\"":\\\""appType\\\""`\\\""value\\\"":\\\""CASH\\\""}`{\\\""key\\\"":\\\""savedPaymentDetails\\\""`\\\""value\\\"":\\\""{}\\\""}]}\""` \""statusCode\"": \""200\""` \""responseHeaders\"": \""{\\\""Date\\\"": \\\""Mon` 18 Apr 2022 13:05:16 GMT\\\""` \\\""Content-Type\\\"": \\\""application/json\\\""` \\\""Transfer-Encoding\\\"": \\\""chunked\\\""` \\\""Connection\\\"": \\\""keep-alive\\\""` \\\""Server\\\"": \\\""Apache-Coyote/1.1\\\""` \\\""Access-Control-Allow-Origin\\\"": \\\""*\\\""` \\\""Access-Control-Allow-Methods\\\"": \\\""GET` POST` DELETE` PUT` OPTIONS\\\""` \\\""Access-Control-Allow-Headers\\\"": \\\""Authorization`Content-Type`Location`X-Killbill-ApiKey`X-Killbill-ApiSecret`X-Killbill-Comment`X-Killbill-CreatedBy`X-Killbill-Pagination-CurrentOffset`X-Killbill-Pagination-MaxNbRecords`X-Killbill-Pagination-NextOffset`X-Killbill-Pagination-NextPageUri`X-Killbill-Pagination-TotalNbRecords`X-Killbill-Reason\\\""` \\\""Access-Control-Expose-Headers\\\"": \\\""Authorization`Content-Type`Location`X-Killbill-ApiKey`X-Killbill-ApiSecret`X-Killbill-Comment`X-Killbill-CreatedBy`X-Killbill-Pagination-CurrentOffset`X-Killbill-Pagination-MaxNbRecords`X-Killbill-Pagination-NextOffset`X-Killbill-Pagination-NextPageUri`X-Killbill-Pagination-TotalNbRecords`X-Killbill-Reason\\\""` \\\""Access-Control-Allow-Credentials\\\"": \\\""true\\\""}\""` \""status\"": \""OK\""` \""responsePayload\"": \""\""` \""ip\"": \""\""` \""time\"": \""1650287116\""` \""akto_account_id\"": \""1000000\""` \""akto_vxlan_id\"": 123` \""source\"": \""OTHER\""}"";"" is 3416.",259
akto,com.akto.parsers,TestMergingNew,testEmptyResponsePayload,Magic Number,The method contains a magic number: 30,259
akto,com.akto.parsers,TestMergingNew,testEmptyResponsePayload,Magic Number,The method contains a magic number: 10,259
akto,com.akto.parsers,TestMergingNew,testEmptyResponsePayload,Magic Number,The method contains a magic number: 10,259
akto,com.akto.parsers,TestMergingNew,testEmptyResponsePayload,Magic Number,The method contains a magic number: 25,259
akto,com.akto.parsers,TestMergingNew,testEmptyResponsePayload,Magic Number,The method contains a magic number: 25,259
akto,com.akto.parsers,TestMergingNew,testEmptyResponsePayload,Magic Number,The method contains a magic number: 30,259
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Long Statement,"The length of the statement ""URLTemplate urlTemplate=APICatalogSync.tryMergeUrls(new URLStatic(responseParams.get(0).requestParams.url`URLMethods.Method.GET)`new URLStatic(responseParams.get(1).requestParams.url`URLMethods.Method.GET));"" is 207.",292
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Long Statement,"The length of the statement ""parser.apiCatalogSync.getDbState(123).getTemplateURLToMethods().put(urlTemplate`new RequestTemplate(new HashMap<>()`new HashMap<>()`new HashMap<>()`new TrafficRecorder(new HashMap<>())));"" is 187.",292
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Magic Number,The method contains a magic number: 50,292
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Magic Number,The method contains a magic number: 123,292
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Magic Number,The method contains a magic number: 123,292
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Magic Number,The method contains a magic number: 123,292
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Magic Number,The method contains a magic number: 15,292
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Magic Number,The method contains a magic number: 15,292
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Magic Number,The method contains a magic number: 25,292
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Magic Number,The method contains a magic number: 25,292
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Magic Number,The method contains a magic number: 30,292
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Magic Number,The method contains a magic number: 123,292
akto,com.akto.parsers,TestMergingNew,testStrictIntoTemplate,Magic Number,The method contains a magic number: 123,292
akto,com.akto.parsers,TestMergingNew,test20percentCondition,Magic Number,The method contains a magic number: 50,330
akto,com.akto.parsers,TestMergingNew,test20percentCondition,Magic Number,The method contains a magic number: 23,330
akto,com.akto.parsers,TestMergingNew,test20percentCondition,Magic Number,The method contains a magic number: 23,330
akto,com.akto.parsers,TestMergingNew,test20percentCondition,Magic Number,The method contains a magic number: 28,330
akto,com.akto.parsers,TestMergingNew,test20percentCondition,Magic Number,The method contains a magic number: 28,330
akto,com.akto.parsers,TestMergingNew,test20percentCondition,Magic Number,The method contains a magic number: 33,330
akto,com.akto.parsers,TestMergingNew,test20percentCondition,Magic Number,The method contains a magic number: 123,330
akto,com.akto.parsers,TestMergingNew,test20percentCondition,Magic Number,The method contains a magic number: 123,330
akto,com.akto.parsers,TestMergingNew,createDifferentResponsePayload,Magic Number,The method contains a magic number: 10,392
akto,com.akto.parsers,TestMergingNew,createDifferentHttpResponseParams,Long Statement,"The length of the statement ""HttpRequestParams httpRequestParams=new HttpRequestParams(""GET""`url`""""`new HashMap<>()`createDifferentResponsePayload(""req""`start)`123);"" is 136.",403
akto,com.akto.parsers,TestMergingNew,createDifferentHttpResponseParams,Long Statement,"The length of the statement ""return new HttpResponseParams(""""`200`""""`new HashMap<>()`createDifferentResponsePayload(""resp""`start)`httpRequestParams`0`""1000000""`false`HttpResponseParams.Source.MIRRORING`""""`"""");"" is 180.",403
akto,com.akto.parsers,TestMergingNew,createDifferentHttpResponseParams,Magic Number,The method contains a magic number: 123,403
akto,com.akto.parsers,TestMergingNew,createDifferentHttpResponseParams,Magic Number,The method contains a magic number: 200,403
akto,com.akto.parsers,TestMergingNew,createSampleParams,Long Statement,"The length of the statement ""ret.headers.put(""Access-Token""`createList("" eyJhbGciOiJSUzI1NiJ9.eyJpc3MiOiJBa3RvIiwic3ViIjoibG9naW4iLCJzaWduZWRVcCI6InRydWUiLCJ1c2VybmFtZSI6ImFua3VzaEBnbWFpbC5jb20iLCJpYXQiOjE2MzQ3NTc0NzIsImV4cCI6MTYzNDc1ODM3Mn0.s_UihSzOlEY9spECqSS9SaTPxygn26YodRkYZKHmNwVnVkeppT5mQYKlwiUnjpKYIHxi2a82I50c0FbJKnTTk1Z5aYcT3t8GXUar_DaaEiv3eZZcZiqeOQSnPkP_c4nhC7Fqaq4g03p4Uj_7W5qvUAkTjHOCViwE933rmfX7tZA27o-9-b_ZKXYsTLfk-FjBV7f3piHmRo88j0WpkvuQc8LwcsoUq6yPclVuDsz9YHkvM1B33_QGdZ7nGz47M33tyLXqZyeF4qsnewkOOU6vCiDnM_eqbJghbZLSqP3Ut3lfA54BlAZ-HB5gLv-2HR0m_R2thDGXXE_G_onS-ZDB6A""));"" is 559.",435
akto,com.akto.parsers,TestMergingNew,createSampleParams,Long Statement,"The length of the statement ""headers.put(""User-Agent""`createList(""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML` like Gecko) Chrome/93.0.4577.82 Safari/537.36""));"" is 161.",435
akto,com.akto.parsers,TestMergingNew,createSampleParams,Long Statement,"The length of the statement ""headers.put(""Cookie""`createList(""JSESSIONID=node01e7k0f9f2mkm0kyan971kl7bk7.node0; refreshToken=eyJhbGciOiJSUzI1NiJ9.eyJpc3MiOiJBa3RvIiwic3ViIjoicmVmcmVzaFRva2VuIiwic2lnbmVkVXAiOiJ0cnVlIiwidXNlcm5hbWUiOiJhbmt1c2hAZ21haWwuY29tIiwiaWF0IjoxNjM0NzU3NDcwLCJleHAiOjE2MzQ4NDM4NzB9.MHoQpVFiYPgJrY-c4XrOlhWM20Qh1IOEKdiSne92k9p1YmUekBG7_z9osa9yYpO9Tsa1CeMs39ZDiS853boNJPAo6BcSswx6ReYHOmp3-qdu5dvqWjjQb0m-NNGGtPikvNi_d3MFmTQ0vKzu1n3WTmB_Iv-SPtmN22-Rees-VSnit6CQKvm_7kVQt-oU76LfIZ_KesfMm_vRHsFrHfKdw1zVT4XCSlPE0hJhbQNkzkwI-6zByYzG_5MnX5cyvUTIGgZ3-_VGxYRt8zPXFfAqgM1F3L4LDZSTLOu0I9gVElRP-JnSQRvYpsU0eVwP3cgS6UxxaSS_2zZU3Z_TPh8Qfg""));"" is 620.",435
akto,com.akto.parsers,TestMergingNew,createSampleParams,Magic Number,The method contains a magic number: 200,435
akto,com.akto.parsers,TestMergingNew,createSampleParams,Magic Number,The method contains a magic number: 123,435
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 10,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 40,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 10,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 2,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 2,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 3,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 3,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 4,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 4,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 2,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 2,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 3,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 3,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 4,478
akto,com.akto.parsers,TestMergingNew,testAllPaths,Magic Number,The method contains a magic number: 4,478
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Long Statement,"The length of the statement ""HttpResponseParams resp=new HttpResponseParams(""""`200`""""`new HashMap<>()`ret.toJson()`httpRequestParams`0`""0""`false`HttpResponseParams.Source.MIRRORING`""""`"""");"" is 159.",529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 100,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 3,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 123,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 200,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 10,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 10,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 10,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 55,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 45,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 55,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 45,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 55,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 70,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 70,529
akto,com.akto.parsers,TestMergingNew,testUrlParamSingleTypeInfoAndValues,Magic Number,The method contains a magic number: 100,529
akto,com.akto.parsers,TestMergingNew,testSampleSizeAndDomainOfSti,Long Parameter List,The method has 5 parameters. ,581
akto,com.akto.parsers,TestMergingNew,testSampleSizeAndDomainOfSti,Magic Number,The method contains a magic number: 123,581
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Long Statement,"The length of the statement ""validateMinMax(requestTemplates`Double.valueOf(reqMax + """").longValue()`Double.valueOf(reqMin + """").longValue()`Double.valueOf(respMax + """").longValue()`Double.valueOf(respMin + """").longValue());"" is 195.",597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Long Statement,"The length of the statement ""validateMinMax(requestTemplates`19000`Double.valueOf(reqMin + """").longValue()`Double.valueOf(respMax + """").longValue()`-19000);"" is 127.",597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 23.4F,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 98F,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 2.3F,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 200.5F,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 2500.9F,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 200F,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 123,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 2500,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 2,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 98,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 200,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 2500.9f,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 2.3f,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 98f,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 200.5f,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 190f,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 190f,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 190f,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 190f,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 123,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 123,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 123,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 19000f,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 190f,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 19f,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 19000f,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 123,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 19000,597
akto,com.akto.parsers,TestMergingNew,testMinMaxAndLastSeenNew,Magic Number,The method contains a magic number: 19000,597
akto,com.akto.parsers,TestMergingNew,createHttpResponseForMinMax,Long Statement,"The length of the statement ""return new HttpResponseParams(""""`200`""""`new HashMap<>()`respRet.toJson()`httpRequestParams`0`""0""`false`HttpResponseParams.Source.MIRRORING`""""`"""");"" is 146.",660
akto,com.akto.parsers,TestMergingNew,createHttpResponseForMinMax,Magic Number,The method contains a magic number: 123,660
akto,com.akto.parsers,TestMergingNew,createHttpResponseForMinMax,Magic Number,The method contains a magic number: 200,660
akto,com.akto.parsers,TestMergingNew,validateMinMax,Long Parameter List,The method has 5 parameters. ,670
akto,com.akto.parsers,TestMergingNew,testDbUpdateParams,Magic Number,The method contains a magic number: 123,689
akto,com.akto.parsers,TestMergingNew,testDbUpdateParams,Magic Number,The method contains a magic number: 23.4F,689
akto,com.akto.parsers,TestMergingNew,testDbUpdateParams,Magic Number,The method contains a magic number: 98F,689
akto,com.akto.parsers,TestMergingNew,testDbUpdateParams,Magic Number,The method contains a magic number: 230.4F,689
akto,com.akto.parsers,TestMergingNew,testDbUpdateParams,Magic Number,The method contains a magic number: 98F,689
akto,com.akto.parsers,TestMergingNew,testDbUpdateParams,Magic Number,The method contains a magic number: 100,689
akto,com.akto.parsers,TestMergingNew,testDbUpdateParams,Magic Number,The method contains a magic number: 98F,689
akto,com.akto.parsers,TestMergingNew,cleanSync,Long Statement,"The length of the statement ""return apiCatalogSync.getDBUpdatesForParams(apiCatalogSync.getDelta(collectionId)`apiCatalogSync.getDbState(collectionId)`false);"" is 129.",714
akto,com.akto.parsers,TestMergingNew,cleanSync,Magic Number,The method contains a magic number: 1000,714
akto,com.akto.parsers,TestMergingNew,cleanSync,Magic Number,The method contains a magic number: 1000,714
akto,com.akto.parsers,TestMergingNew,cleanSync,Magic Number,The method contains a magic number: 1000,714
akto,com.akto.parsers,TestMergingNew,testSampleDataUpdate,Long Statement,"The length of the statement ""String payload1=""{\""method\"":\""PUT\""`\""requestPayload\"":\""{\\\""photoUrls\\\"":[\\\""string\\\""]`\\\""name\\\"":\\\""doggie\\\""`\\\""id\\\"":0`\\\""category\\\"":{\\\""id\\\"":0`\\\""name\\\"":\\\""string\\\""}`\\\""tags\\\"":[{\\\""id\\\"":0`\\\""name\\\"":\\\""string\\\""}]`\\\""status\\\"":\\\""available\\\""}\""`\""responsePayload\"":\""{\\\""id\\\"":9223372036854775807`\\\""category\\\"":{\\\""id\\\"":0`\\\""name\\\"":\\\""string\\\""}`\\\""name\\\"":\\\""doggie\\\""`\\\""photoUrls\\\"":[\\\""string\\\""]`\\\""tags\\\"":[{\\\""id\\\"":0`\\\""name\\\"":\\\""string\\\""}]`\\\""status\\\"":\\\""available\\\""}\""`\""ip\"":\""null\""`\""source\"":\""MIRRORING\""`\""type\"":\""HTTP/2\""`\""akto_vxlan_id\"":\""1661807253\""`\""path\"":\""https://petstore.swagger.io/v2/pet\""`\""requestHeaders\"":\""{\\\""Origin\\\"":\\\""https://petstore.swagger.io\\\""`\\\""Accept\\\"":\\\""application/json\\\""`\\\""User-Agent\\\"":\\\""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:95.0) Gecko/20100101 Firefox/95.0\\\""`\\\""Referer\\\"":\\\""https://petstore.swagger.io/\\\""`\\\""Connection\\\"":\\\""keep-alive\\\""`\\\""Sec-Fetch-Dest\\\"":\\\""empty\\\""`\\\""Sec-Fetch-Site\\\"":\\\""same-origin\\\""`\\\""Host\\\"":\\\""petstore.swagger.io\\\""`\\\""Accept-Encoding\\\"":\\\""gzip` deflate` br\\\""`\\\""Sec-Fetch-Mode\\\"":\\\""cors\\\""`\\\""TE\\\"":\\\""trailers\\\""`\\\""Accept-Language\\\"":\\\""en-US`en;q=0.5\\\""`\\\""Content-Length\\\"":\\\""215\\\""`\\\""Content-Type\\\"":\\\""application/json\\\""}\""`\""responseHeaders\"":\""{\\\""date\\\"":\\\""Tue` 04 Jan 2022 20:11:58 GMT\\\""`\\\""access-control-allow-origin\\\"":\\\""*\\\""`\\\""server\\\"":\\\""Jetty(9.2.9.v20150224)\\\""`\\\""access-control-allow-headers\\\"":\\\""Content-Type` api_key` Authorization\\\""`\\\""X-Firefox-Spdy\\\"":\\\""h2\\\""`\\\""content-type\\\"":\\\""application/json\\\""`\\\""access-control-allow-methods\\\"":\\\""GET` POST` DELETE` PUT\\\""}\""`\""time\"":\""1641327118\""`\""contentType\"":\""application/json\""`\""akto_account_id\"":\""1000000\""`\""statusCode\"":\""200\""`\""status\"":\""OK\""}"";"" is 1911.",728
